opportunity_id,sales_agent,manager,regional_office,account,sector,office_location,product,series,sales_price,deal_stage,engage_date,close_date,close_value
LCBVIPRA,Vicki Laflamme,Celia Rouche,West ,Golddex,finance,United States,MG Special,MG,55,Won,3/22/2017,6/29/2017,60
LCQ934W7,Cassey Cress,Rocco Neubert,East ,Xx-holding,finance,United States,GTX Plus Basic,GTX,1096,Engaging,5/5/2017,NULL,NULL
LCTI4CFV,Gladys Colclough,Melvin Marxen,Central ,Genco Pura Olive Oil Company,retail,Italy,MG Special,MG,55,Won,3/25/2017,6/16/2017,55
LCW83256,Rosie Papadopoulos,Cara Losch,East ,Sumace,retail,Romania,GTXPro,GTX,4821,Won,2/19/2017,3/4/2017,5260
LCWP23CI,James Ascencio,Summer Sewald,West ,Finjob,employment,United States,GTX Plus Pro,GTX,5482,Won,6/17/2017,6/24/2017,5306
LCZGL74L,Niesha Huffines,Melvin Marxen,Central ,Cancity,retail,United States,GTX Plus Basic,GTX,1096,Lost,11/16/2017,11/26/2017,0
LD1HNIUL,Vicki Laflamme,Celia Rouche,West ,Scotfind,software,United States,MG Advanced,MG,3393,Won,6/21/2017,6/23/2017,3559
LD4F6QTP,Anna Snelling,Dustin Brinkmann,Central ,Groovestreet,retail,United States,GTX Plus Pro,GTX,5482,Engaging,7/20/2017,NULL,NULL
LDAXEBR0,Jonathan Berthelot,Melvin Marxen,Central ,Treequote,telecommunications,United States,GTX Basic,GTX,550,Won,6/3/2017,6/22/2017,639
LDDQ5PN2,Garret Kinder,Cara Losch,East ,Sumace,retail,Romania,MG Advanced,MG,3393,Lost,11/12/2017,11/21/2017,0
LDIBOTNO,Daniell Hammack,Rocco Neubert,East ,Kinnamplus,retail,United States,GTXPro,GTX,4821,Won,8/30/2017,9/7/2017,5544
LDJ6VTNW,Daniell Hammack,Rocco Neubert,East ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,10/4/2017,NULL,NULL
LDK61ORQ,Hayden Neloms,Celia Rouche,West ,Xx-zobam,entertainment,United States,MG Special,MG,55,Engaging,7/19/2017,NULL,NULL
LDQITW5C,Lajuana Vencill,Dustin Brinkmann,Central ,Acme Corporation,technolgy,United States,MG Advanced,MG,3393,Engaging,8/3/2017,NULL,NULL
LDYYOH6W,Gladys Colclough,Melvin Marxen,Central ,Bioholding,medical,Philipines,GTXPro,GTX,4821,Won,9/22/2017,11/24/2017,4938
LE3XYXEF,Reed Clapper,Rocco Neubert,East ,Ganjaflex,retail,Japan,GTX Plus Basic,GTX,1096,Lost,12/12/2017,12/25/2017,0
LEJWV2Y5,Darcel Schlecht,Melvin Marxen,Central ,Donquadtech,technolgy,United States,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
LELWKXDX,Boris Faz,Rocco Neubert,East ,Donquadtech,technolgy,United States,GTX Plus Pro,GTX,5482,Won,3/3/2017,6/8/2017,6173
LEPH90QI,Gladys Colclough,Melvin Marxen,Central ,Isdom,medical,United States,GTX Plus Pro,GTX,5482,Won,9/29/2017,10/9/2017,5689
LF45YLLR,Corliss Cosme,Cara Losch,East ,Initech,telecommunications,United States,GTXPro,GTX,4821,Won,8/2/2017,8/12/2017,5205
LF8JZ3Q5,Kary Hendrixson,Summer Sewald,West ,Hatfan,services,United States,GTX Plus Basic,GTX,1096,Won,12/14/2016,3/13/2017,1046
LFD1ZGJ8,Darcel Schlecht,Melvin Marxen,Central ,NULL,NULL,NULL,GTXPro,GTX,4821,Prospecting,NULL,NULL,NULL
LFI3BGEE,Daniell Hammack,Rocco Neubert,East ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,9/22/2017,NULL,NULL
LFJVV393,Hayden Neloms,Celia Rouche,West ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,8/13/2017,NULL,NULL
LFM4SMIA,Moses Frase,Dustin Brinkmann,Central ,Codehow,software,United States,GTX Plus Pro,GTX,5482,Won,10/15/2017,10/23/2017,5449
LFMLZPA5,Daniell Hammack,Rocco Neubert,East ,Konex,technolgy,United States,GTXPro,GTX,4821,Lost,10/13/2017,10/22/2017,0
LFMMI05H,Cassey Cress,Rocco Neubert,East ,Acme Corporation,technolgy,United States,GTX Plus Pro,GTX,5482,Won,8/14/2017,12/21/2017,5881
LFN6XPK7,Vicki Laflamme,Celia Rouche,West ,Sunnamplex,marketing,Poland,MG Advanced,MG,3393,Won,6/25/2017,6/27/2017,2753
LFPY1Z14,Zane Levy,Summer Sewald,West ,Hottechi,technolgy,Korea,GTXPro,GTX,4821,Lost,5/22/2017,9/7/2017,0
LFQCLMMG,Corliss Cosme,Cara Losch,East ,Ganjaflex,retail,Japan,MG Special,MG,55,Lost,6/10/2017,8/27/2017,0
LG8ZAMCB,Corliss Cosme,Cara Losch,East ,Opentech,finance,United States,GTXPro,GTX,4821,Won,5/29/2017,6/11/2017,5642
LGI8QEC2,Moses Frase,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,GTX Basic,GTX,550,Won,12/2/2016,3/6/2017,583
LGK00C12,Lajuana Vencill,Dustin Brinkmann,Central ,Bioholding,medical,Philipines,GTX Basic,GTX,550,Lost,5/16/2017,8/24/2017,0
LGLIB8TR,Lajuana Vencill,Dustin Brinkmann,Central ,Gogozoom,telecommunications,United States,GTX Basic,GTX,550,Lost,3/2/2017,5/1/2017,0
LGO0XF4X,Vicki Laflamme,Celia Rouche,West ,Kan-code,software,United States,MG Special,MG,55,Won,6/3/2017,9/10/2017,50
LGTIXQ46,Rosalina Dieter,Celia Rouche,West ,Blackzim,retail,United States,MG Special,MG,55,Won,4/1/2017,4/7/2017,51
LH03MJX5,Boris Faz,Rocco Neubert,East ,Yearin,retail,United States,GTX Plus Pro,GTX,5482,Lost,10/17/2017,10/25/2017,0
LHBWJAD3,Darcel Schlecht,Melvin Marxen,Central ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,7/20/2017,NULL,NULL
LHG76MIU,Markita Hansen,Celia Rouche,West ,Rantouch,telecommunications,United States,MG Special,MG,55,Won,10/4/2017,12/3/2017,62
LHIM2BGF,Violet Mclelland,Cara Losch,East ,Yearin,retail,United States,MG Advanced,MG,3393,Lost,8/21/2017,12/8/2017,0
LI9RCAQ6,Kary Hendrixson,Summer Sewald,West ,Scotfind,software,United States,GTXPro,GTX,4821,Won,9/14/2017,11/1/2017,4593
LIB4KUZJ,Versie Hillebrand,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Prospecting,NULL,NULL,NULL
LIFA0JYO,Versie Hillebrand,Dustin Brinkmann,Central ,Finhigh,finance,United States,MG Special,MG,55,Lost,4/13/2017,5/26/2017,0
LIIBOUUQ,Reed Clapper,Rocco Neubert,East ,Donquadtech,technolgy,United States,GTX Plus Basic,GTX,1096,Won,2/16/2017,5/30/2017,1187
LIQZNH9U,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,3/31/2017,NULL,NULL
LITG1BL1,Zane Levy,Summer Sewald,West ,Xx-holding,finance,United States,GTX Plus Pro,GTX,5482,Lost,4/23/2017,4/28/2017,0
LIYJSU0E,Daniell Hammack,Rocco Neubert,East ,Konex,technolgy,United States,GTX Plus Pro,GTX,5482,Won,7/21/2017,7/22/2017,5118
LIZMTGH2,Cecily Lampkin,Dustin Brinkmann,Central ,Isdom,medical,United States,MG Advanced,MG,3393,Won,4/10/2017,4/18/2017,3409
LJ59Y2TK,Darcel Schlecht,Melvin Marxen,Central ,Ron-tech,medical,United States,GTXPro,GTX,4821,Lost,7/28/2017,7/29/2017,0
LJ5FQGLZ,Daniell Hammack,Rocco Neubert,East ,Plussunin,retail,United States,GTX Plus Pro,GTX,5482,Won,7/25/2017,7/27/2017,6100
LJBQ7P0V,James Ascencio,Summer Sewald,West ,Zotware,software,United States,MG Special,MG,55,Engaging,3/9/2017,NULL,NULL
LJEAX51Q,Darcel Schlecht,Melvin Marxen,Central ,Streethex,retail,Belgium,MG Special,MG,55,Won,11/12/2017,12/21/2017,49
LJIAOC0Q,Violet Mclelland,Cara Losch,East ,Bioplex,medical,United States,MG Special,MG,55,Won,3/19/2017,6/4/2017,52
LKBDKJLM,Markita Hansen,Celia Rouche,West ,Blackzim,retail,United States,MG Special,MG,55,Lost,9/29/2017,11/27/2017,0
LKBS2IJC,Darcel Schlecht,Melvin Marxen,Central ,Konmatfix,marketing,United States,GTX Plus Pro,GTX,5482,Lost,6/1/2017,6/11/2017,0
LKDSEQ2Q,Darcel Schlecht,Melvin Marxen,Central ,Yearin,retail,United States,GTX Plus Basic,GTX,1096,Prospecting,NULL,NULL,NULL
LKFYC5X3,Rosie Papadopoulos,Cara Losch,East ,Donware,marketing,United States,MG Special,MG,55,Won,8/25/2017,12/15/2017,58
LKJZEISS,Zane Levy,Summer Sewald,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,8/24/2017,NULL,NULL
LKMZWCKQ,Gladys Colclough,Melvin Marxen,Central ,Funholding,finance,United States,GTXPro,GTX,4821,Lost,5/30/2017,9/6/2017,0
LKQL4GRO,Darcel Schlecht,Melvin Marxen,Central ,Scottech,marketing,United States,GTX Plus Basic,GTX,1096,Won,7/30/2017,8/4/2017,1160
LLQCQOCR,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,6/19/2017,NULL,NULL
LM3GZYXD,Darcel Schlecht,Melvin Marxen,Central ,Finhigh,finance,United States,GTXPro,GTX,4821,Lost,10/19/2017,10/28/2017,0
LMCHDMJX,Daniell Hammack,Rocco Neubert,East ,Donware,marketing,United States,GTX Plus Basic,GTX,1096,Won,10/3/2017,10/8/2017,1050
LMJINVRQ,Daniell Hammack,Rocco Neubert,East ,Betasoloin,medical,United States,GTX Plus Basic,GTX,1096,Lost,6/13/2017,9/7/2017,0
LMKNU8IZ,Markita Hansen,Celia Rouche,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,2/24/2017,NULL,NULL
LMOAYCUK,Kami Bicknell,Summer Sewald,West ,Plusstrip,entertainment,United States,GTX Plus Basic,GTX,1096,Engaging,1/11/2017,NULL,NULL
LMU41E2W,Rosalina Dieter,Celia Rouche,West ,NULL,NULL,NULL,MG Special,MG,55,Engaging,8/30/2017,NULL,NULL
LMVQ6B9P,Lajuana Vencill,Dustin Brinkmann,Central ,Funholding,finance,United States,GTX Plus Basic,GTX,1096,Won,9/17/2017,11/18/2017,1072
LN0DF2XI,Elease Gluck,Celia Rouche,West ,Sonron,telecommunications,United States,MG Special,MG,55,Won,9/26/2017,11/27/2017,48
LN9NU0A8,Marty Freudenburg,Melvin Marxen,Central ,Inity,marketing,United States,GTX Plus Basic,GTX,1096,Won,7/7/2017,7/17/2017,1193
LNT5B9XY,Cecily Lampkin,Dustin Brinkmann,Central ,Statholdings,employment,United States,MG Special,MG,55,Lost,7/7/2017,7/17/2017,0
LNX7ULEG,Zane Levy,Summer Sewald,West ,Sonron,telecommunications,United States,GTX Plus Pro,GTX,5482,Won,5/30/2017,8/22/2017,5572
LO2BMO33,Niesha Huffines,Melvin Marxen,Central ,Conecom,technolgy,United States,GTX Plus Pro,GTX,5482,Won,10/22/2017,12/10/2017,6142
LO8L5ELD,Darcel Schlecht,Melvin Marxen,Central ,Inity,marketing,United States,GTXPro,GTX,4821,Prospecting,NULL,NULL,NULL
LOAYKUEO,Cecily Lampkin,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,GTX Plus Pro,GTX,5482,Lost,4/5/2017,4/10/2017,0
LOHJU3OB,Zane Levy,Summer Sewald,West ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,9/10/2017,NULL,NULL
LOMFB71Q,Gladys Colclough,Melvin Marxen,Central ,Finhigh,finance,United States,MG Special,MG,55,Lost,3/28/2017,4/3/2017,0
LOQ46F0T,Cassey Cress,Rocco Neubert,East ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,9/3/2017,NULL,NULL
LORMJLTE,Lajuana Vencill,Dustin Brinkmann,Central ,Konmatfix,marketing,United States,GTX Plus Basic,GTX,1096,Engaging,7/19/2017,NULL,NULL
LOSUVU4T,Markita Hansen,Celia Rouche,West ,Konex,technolgy,United States,GTX Plus Pro,GTX,5482,Lost,9/16/2017,12/9/2017,0
LPGOTIM2,Boris Faz,Rocco Neubert,East ,Silis,medical,United States,MG Special,MG,55,Won,4/20/2017,6/16/2017,55
LPKT07PV,Boris Faz,Rocco Neubert,East ,Opentech,finance,United States,GTXPro,GTX,4821,Won,11/20/2016,3/23/2017,4704
LPOOKZCQ,Kary Hendrixson,Summer Sewald,West ,Kan-code,software,United States,GTX Basic,GTX,550,Lost,5/9/2017,8/8/2017,0
LPR6G7AE,Versie Hillebrand,Dustin Brinkmann,Central ,Treequote,telecommunications,United States,MG Special,MG,55,Lost,7/23/2017,7/28/2017,0
LPY6VIZV,Marty Freudenburg,Melvin Marxen,Central ,Codehow,software,United States,GTX Plus Pro,GTX,5482,Lost,5/12/2017,8/12/2017,0
LPZLQL48,Vicki Laflamme,Celia Rouche,West ,Y-corporation,employment,United States,GTX Basic,GTX,550,Won,12/16/2016,3/28/2017,492
LQ44KCMI,Cassey Cress,Rocco Neubert,East ,Umbrella Corporation,finance,United States,GTXPro,GTX,4821,Lost,1/29/2017,3/13/2017,0
LQJISQSD,Corliss Cosme,Cara Losch,East ,Bioplex,medical,United States,GTX Plus Basic,GTX,1096,Won,9/27/2017,10/5/2017,955
LQXWWZGN,Jonathan Berthelot,Melvin Marxen,Central ,Hottechi,technolgy,Korea,GTX Basic,GTX,550,Lost,7/1/2017,7/3/2017,0
LR45YFE4,Violet Mclelland,Cara Losch,East ,Groovestreet,retail,United States,MG Special,MG,55,Engaging,5/3/2017,NULL,NULL
LR6USOHL,Reed Clapper,Rocco Neubert,East ,Zathunicon,retail,United States,GTXPro,GTX,4821,Won,2/18/2017,5/27/2017,4545
LRLER1XS,Hayden Neloms,Celia Rouche,West ,Finjob,employment,United States,MG Special,MG,55,Won,7/22/2017,9/14/2017,64
LROWI84G,Darcel Schlecht,Melvin Marxen,Central ,Dontechi,software,United States,GTX Plus Basic,GTX,1096,Won,10/23/2017,10/31/2017,1237
LRP5IXX5,Reed Clapper,Rocco Neubert,East ,Konex,technolgy,United States,GTX Plus Pro,GTX,5482,Lost,11/14/2017,11/23/2017,0
LS2A22IA,Lajuana Vencill,Dustin Brinkmann,Central ,Globex Corporation,technolgy,Norway,GTX Basic,GTX,550,Lost,10/12/2017,10/21/2017,0
LSA39JBG,Daniell Hammack,Rocco Neubert,East ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,3/5/2017,NULL,NULL
LSJ2A8ZX,Markita Hansen,Celia Rouche,West ,Cheers,entertainment,United States,GTK 500,GTK,26768,Won,6/11/2017,9/26/2017,29166
LSVGDJ1A,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,4/17/2017,NULL,NULL
LSVMMUJ0,Darcel Schlecht,Melvin Marxen,Central ,Condax,medical,United States,GTXPro,GTX,4821,Won,2/5/2017,3/25/2017,5559
LT111IZL,Moses Frase,Dustin Brinkmann,Central ,NULL,NULL,NULL,MG Special,MG,55,Engaging,8/12/2017,NULL,NULL
LT75S3LM,Reed Clapper,Rocco Neubert,East ,Kinnamplus,retail,United States,GTXPro,GTX,4821,Won,8/3/2017,8/11/2017,5401
LTOKXFP1,Zane Levy,Summer Sewald,West ,Dalttechnology,software,United States,GTXPro,GTX,4821,Won,4/21/2017,4/29/2017,4633
LTTYTAXA,Donn Cantrell,Rocco Neubert,East ,Kan-code,software,United States,GTXPro,GTX,4821,Won,1/10/2017,3/24/2017,4694
LTVGILHP,Kary Hendrixson,Summer Sewald,West ,Bioholding,medical,Philipines,GTX Basic,GTX,550,Engaging,5/11/2017,NULL,NULL
LTZCN1RA,Versie Hillebrand,Dustin Brinkmann,Central ,Domzoom,entertainment,United States,MG Special,MG,55,Won,2/17/2017,5/19/2017,54
LUFR7MJC,Gladys Colclough,Melvin Marxen,Central ,Codehow,software,United States,GTXPro,GTX,4821,Lost,10/15/2017,10/19/2017,0
LUFY70BU,Elease Gluck,Celia Rouche,West ,Goodsilron,marketing,United States,GTK 500,GTK,26768,Lost,3/30/2017,4/4/2017,0
LUIEQRMQ,Zane Levy,Summer Sewald,West ,Goodsilron,marketing,United States,GTX Basic,GTX,550,Won,6/29/2017,7/10/2017,595
LULNYY3C,Darcel Schlecht,Melvin Marxen,Central ,Codehow,software,United States,GTXPro,GTX,4821,Won,10/20/2017,10/27/2017,4435
LUP7FYS5,Boris Faz,Rocco Neubert,East ,Xx-zobam,entertainment,United States,GTX Plus Pro,GTX,5482,Lost,6/20/2017,7/2/2017,0
LUT9KYJA,James Ascencio,Summer Sewald,West ,Singletechno,retail,United States,GTXPro,GTX,4821,Won,4/4/2017,6/6/2017,4335
LUTZ8UQM,Darcel Schlecht,Melvin Marxen,Central ,Isdom,medical,United States,GTXPro,GTX,4821,Engaging,7/25/2017,NULL,NULL
LUXAXNBV,Wilburn Farren,Cara Losch,East ,Donquadtech,technolgy,United States,GTX Plus Pro,GTX,5482,Won,9/25/2017,12/9/2017,5960
LV1754PS,Anna Snelling,Dustin Brinkmann,Central ,Rangreen,technolgy,Panama,GTX Basic,GTX,550,Won,3/4/2017,5/14/2017,544
LV5SEMZQ,Elease Gluck,Celia Rouche,West ,Nam-zim,services,Brazil,MG Special,MG,55,Won,4/3/2017,4/7/2017,52
LV7HHGM4,Gladys Colclough,Melvin Marxen,Central ,Funholding,finance,United States,GTX Plus Pro,GTX,5482,Lost,10/3/2017,10/5/2017,0
LVF6FP4A,Rosie Papadopoulos,Cara Losch,East ,Silis,medical,United States,MG Advanced,MG,3393,Lost,8/23/2017,11/28/2017,0
LVMPJ8JN,Jonathan Berthelot,Melvin Marxen,Central ,Codehow,software,United States,GTX Basic,GTX,550,Won,10/6/2017,12/31/2017,546
LW0Z6TMR,Anna Snelling,Dustin Brinkmann,Central ,Finhigh,finance,United States,GTX Basic,GTX,550,Lost,9/11/2017,9/13/2017,0
LW8485Y2,Cassey Cress,Rocco Neubert,East ,Acme Corporation,technolgy,United States,GTX Plus Basic,GTX,1096,Won,4/20/2017,8/10/2017,1161
LWC0UJWD,Cassey Cress,Rocco Neubert,East ,Bioplex,medical,United States,GTX Basic,GTX,550,Lost,7/2/2017,7/3/2017,0
LWCKCV0M,Markita Hansen,Celia Rouche,West ,Xx-holding,finance,United States,GTXPro,GTX,4821,Won,8/30/2017,9/15/2017,4592
LWPFQ1UA,Kary Hendrixson,Summer Sewald,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,4/15/2017,NULL,NULL
LWPJEV3U,Niesha Huffines,Melvin Marxen,Central ,Domzoom,entertainment,United States,GTX Basic,GTX,550,Lost,12/24/2016,3/10/2017,0
LWVZKYI0,Versie Hillebrand,Dustin Brinkmann,Central ,Gogozoom,telecommunications,United States,MG Special,MG,55,Won,11/12/2017,12/1/2017,61
LWX9V7HI,Cassey Cress,Rocco Neubert,East ,Konex,technolgy,United States,MG Special,MG,55,Won,6/21/2017,9/15/2017,59
LWXHKI88,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,MG Special,MG,55,Engaging,3/28/2017,NULL,NULL
LX4D50OF,Darcel Schlecht,Melvin Marxen,Central ,Rangreen,technolgy,Panama,GTXPro,GTX,4821,Lost,7/20/2017,8/4/2017,0
LXDCC260,Marty Freudenburg,Melvin Marxen,Central ,Funholding,finance,United States,GTX Plus Pro,GTX,5482,Won,7/6/2017,7/7/2017,5966
LXGNXNX1,Corliss Cosme,Cara Losch,East ,Sumace,retail,Romania,GTXPro,GTX,4821,Won,6/17/2017,9/9/2017,4960
LXLU6LFC,Daniell Hammack,Rocco Neubert,East ,Kinnamplus,retail,United States,MG Advanced,MG,3393,Lost,6/23/2017,8/30/2017,0
LXM6CTMS,Hayden Neloms,Celia Rouche,West ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,2/12/2017,NULL,NULL
LXS3Z82E,Niesha Huffines,Melvin Marxen,Central ,NULL,NULL,NULL,MG Advanced,MG,3393,Engaging,7/23/2017,NULL,NULL
LXVCMY4C,Daniell Hammack,Rocco Neubert,East ,NULL,NULL,NULL,GTXPro,GTX,4821,Engaging,8/17/2017,NULL,NULL
LXWQDEU3,Reed Clapper,Rocco Neubert,East ,Ganjaflex,retail,Japan,GTXPro,GTX,4821,Won,6/23/2017,9/18/2017,4801
LXXW3TRW,Elease Gluck,Celia Rouche,West ,Scotfind,software,United States,GTX Plus Basic,GTX,1096,Won,12/19/2016,3/18/2017,1164
LXZA2OSZ,Corliss Cosme,Cara Losch,East ,Ontomedia,employment,United States,GTX Plus Pro,GTX,5482,Won,11/23/2016,3/3/2017,5790
LXZD2PZD,Corliss Cosme,Cara Losch,East ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,4/4/2017,NULL,NULL
LYAFXO9B,Markita Hansen,Celia Rouche,West ,J-Texon,retail,United States,GTX Basic,GTX,550,Won,7/1/2017,7/12/2017,592
LZ3B174J,Vicki Laflamme,Celia Rouche,West ,NULL,NULL,NULL,MG Special,MG,55,Engaging,9/29/2017,NULL,NULL
LZ6PSZ4T,Jonathan Berthelot,Melvin Marxen,Central ,Dontechi,software,United States,MG Advanced,MG,3393,Lost,6/28/2017,7/5/2017,0
LZLXBQ0I,Lajuana Vencill,Dustin Brinkmann,Central ,Betatech,medical,Kenya,GTX Plus Basic,GTX,1096,Lost,5/4/2017,8/20/2017,0
LZVFFQLN,Moses Frase,Dustin Brinkmann,Central ,Konmatfix,marketing,United States,MG Special,MG,55,Won,3/1/2017,6/14/2017,50
LZW4N9KF,Darcel Schlecht,Melvin Marxen,Central ,Zathunicon,retail,United States,GTX Plus Pro,GTX,5482,Prospecting,NULL,NULL,NULL
LZWH2OGW,Gladys Colclough,Melvin Marxen,Central ,Funholding,finance,United States,MG Advanced,MG,3393,Lost,7/30/2017,8/6/2017,0
M03IHS3P,Gladys Colclough,Melvin Marxen,Central ,Scottech,marketing,United States,GTX Plus Basic,GTX,1096,Won,5/29/2017,8/6/2017,917
M0IN22XH,Kary Hendrixson,Summer Sewald,West ,Zoomit,entertainment,United States,GTX Plus Basic,GTX,1096,Won,7/5/2017,9/26/2017,1043
M0JKP0HT,Gladys Colclough,Melvin Marxen,Central ,Isdom,medical,United States,MG Advanced,MG,3393,Won,12/23/2016,3/13/2017,3440
M0PGP5H2,Markita Hansen,Celia Rouche,West ,Cheers,entertainment,United States,GTX Plus Basic,GTX,1096,Won,8/18/2017,9/14/2017,1002
M10S36W3,Wilburn Farren,Cara Losch,East ,Konex,technolgy,United States,GTX Plus Pro,GTX,5482,Won,7/18/2017,11/6/2017,5559
M16D8PYH,Daniell Hammack,Rocco Neubert,East ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,1/5/2017,NULL,NULL
M16WB7N8,Anna Snelling,Dustin Brinkmann,Central ,Warephase,services,United States,GTX Plus Pro,GTX,5482,Lost,4/26/2017,8/1/2017,0
M1L0IWB6,Jonathan Berthelot,Melvin Marxen,Central ,Ron-tech,medical,United States,MG Advanced,MG,3393,Won,3/21/2017,5/11/2017,3232
M1QKPX6R,James Ascencio,Summer Sewald,West ,Green-Plus,services,United States,GTXPro,GTX,4821,Won,2/15/2017,5/21/2017,4542
M1VNX1D7,Cassey Cress,Rocco Neubert,East ,Acme Corporation,technolgy,United States,GTXPro,GTX,4821,Won,7/16/2017,7/28/2017,5318
M1ZZYSTB,Donn Cantrell,Rocco Neubert,East ,Bubba Gump,software,United States,GTXPro,GTX,4821,Won,10/11/2017,10/12/2017,4763
M22PCEKY,Moses Frase,Dustin Brinkmann,Central ,NULL,NULL,NULL,GTX Basic,GTX,550,Prospecting,NULL,NULL,NULL
M23VU0A9,Rosie Papadopoulos,Cara Losch,East ,Konex,technolgy,United States,GTX Plus Pro,GTX,5482,Lost,11/4/2017,11/14/2017,0
M26BSX5S,Jonathan Berthelot,Melvin Marxen,Central ,Codehow,software,United States,GTXPro,GTX,4821,Lost,5/27/2017,8/6/2017,0
M28Z11DC,Kami Bicknell,Summer Sewald,West ,Blackzim,retail,United States,GTX Plus Basic,GTX,1096,Lost,8/25/2017,8/31/2017,0
M2A8EY5Q,Hayden Neloms,Celia Rouche,West ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,7/16/2017,NULL,NULL
M2TZSYTN,Moses Frase,Dustin Brinkmann,Central ,Bioholding,medical,Philipines,GTX Basic,GTX,550,Won,2/23/2017,6/16/2017,516
M2UI5MKB,Violet Mclelland,Cara Losch,East ,Zathunicon,retail,United States,MG Advanced,MG,3393,Won,7/30/2017,8/19/2017,2937
M2VKMZPH,Jonathan Berthelot,Melvin Marxen,Central ,Stanredtax,finance,United States,GTXPro,GTX,4821,Won,10/17/2017,10/19/2017,5046
M2ZRU2UH,Rosalina Dieter,Celia Rouche,West ,NULL,NULL,NULL,GTX Basic,GTX,550,Engaging,7/28/2017,NULL,NULL
M3306MKK,Markita Hansen,Celia Rouche,West ,Cheers,entertainment,United States,MG Special,MG,55,Won,10/7/2017,12/13/2017,53
M3IFAMV2,Donn Cantrell,Rocco Neubert,East ,Ontomedia,employment,United States,MG Advanced,MG,3393,Lost,9/13/2017,11/29/2017,0
M3IMVC9G,Rosalina Dieter,Celia Rouche,West ,NULL,NULL,NULL,GTX Plus Basic,GTX,1096,Engaging,5/16/2017,NULL,NULL
M3MJY0CK,James Ascencio,Summer Sewald,West ,Lexiqvolax,medical,United States,GTX Plus Pro,GTX,5482,Won,7/3/2017,9/27/2017,6693
M3PCMYJ0,Elease Gluck,Celia Rouche,West ,Doncon,technolgy,United States,GTX Basic,GTX,550,Won,7/24/2017,8/6/2017,584
M3QL68T6,Vicki Laflamme,Celia Rouche,West ,Plexzap,retail,United States,GTX Basic,GTX,550,Won,9/16/2017,12/4/2017,595
M3RME16Q,Darcel Schlecht,Melvin Marxen,Central ,Inity,marketing,United States,GTXPro,GTX,4821,Won,10/5/2017,10/14/2017,5170
M3SQPUB1,Kami Bicknell,Summer Sewald,West ,Green-Plus,services,United States,GTX Plus Pro,GTX,5482,Won,10/1/2017,10/13/2017,6304
M3WTE943,Daniell Hammack,Rocco Neubert,East ,Donquadtech,technolgy,United States,GTXPro,GTX,4821,Won,2/28/2017,6/5/2017,5105
M40Z4KWL,Donn Cantrell,Rocco Neubert,East ,Zotware,software,United States,GTXPro,GTX,4821,Won,8/27/2017,11/25/2017,5305
M41NS5DN,Cassey Cress,Rocco Neubert,East ,NULL,NULL,NULL,GTX Plus Pro,GTX,5482,Engaging,3/24/2017,NULL,NULL
M49ZMLGL,Kami Bicknell,Summer Sewald,West ,Finjob,employment,United States,MG Special,MG,55,Won,8/16/2017,9/4/2017,57
M4EHG2ZB,Gladys Colclough,Melvin Marxen,Central ,Konmatfix,marketing,United States,MG Special,MG,55,Won,10/21/2017,10/30/2017,52
M4HY664H,Jonathan Berthelot,Melvin Marxen,Central ,Conecom,technolgy,United States,GTX Plus Basic,GTX,1096,Won,6/15/2017,9/25/2017,918
M4MAVN65,Vicki Laflamme,Celia Rouche,West ,Doncon,technolgy,United States,MG Special,MG,55,Lost,12/14/2017,12/22/2017,0
M4MOGAS4,Violet Mclelland,Cara Losch,East ,Acme Corporation,technolgy,United States,MG Advanced,MG,3393,Won,8/24/2017,8/25/2017,3146
M4NNI01I,Donn Cantrell,Rocco Neubert,East ,Yearin,retail,United States,GTX Plus Basic,GTX,1096,Lost,10/6/2017,10/16/2017,0
